"id","topic_id","content","created","author_id"
11,1,"
<blockquote><div>
<cite>ElektroKoT писал(а):</cite><span style=""font-weight: bold"">Magik</span><br>Топливный насос как поживает?</div></blockquote>
<br><br>Вроде нормально. Он ведь не умирает сразу...........А если и откажет(отключится), то машина какое то время наверное(несколько секунд) будет работать, троить и заглохнет.........................",2013-08-05 07:29:57.000,599
12,1,"
<blockquote><div>
<cite>Magik писал(а):</cite>Вроде нормально. Он ведь не умирает сразу...........А если и откажет(отключится), то машина какое то время наверное(несколько секунд) будет работать, троить и заглохнет.........................</div></blockquote>
<br>Бывает повсякому: просто неработает, гудит но некачает, гудит и плохо качает, заклинивает ( переплюсуешь чтобы крутнулся в обратку и опять работаен, но недолго)<br>В чем трудность его проверить? а? сними хоть шланг с обратки бака и посмотри.",2013-08-28 07:29:57.000,22
13,1,"
<span style=""font-weight: bold"">Magik</span><br>слушай , после поездки по глубоким лужам у меня была подобная ситуация ...<br>заводилось , работало , всё нормально и бывало глохла ни с того ни с чего , как будто бенз кончается <br>поменял бензонасос (хотя мой крутил ...крутил , да давление не давал ) <br>поменял ДМРВ<br>заметь всё это не помогало , по-прежнему глох ни стого ни с чего , ...<br>начал чистить по очерёдно все фишки , датчики , контакты , предохранители смотреть ...и по прежнему глох , бывает поработает минуту , бывает час , по-разному  и прекратилось всё это после того как почистил датчик температуры двигателя ...не тот что  идёт на приборку , а тот , что на комп ... вот и вся песня ... тоисть мне важно было узнать от чего так ? понятное дело , что после луж ...но надо ж было выяснить для себя какая именно хреновина  подкачала )))) заодно маленькая профилактика",2013-08-28 07:29:57.000,600
14,1,"здравствуйте подскажите в чем может быть беда - когда включаешь парковку с любой другой передачи и отпускаешь педаль тормоза двигатель теряет обороты ,а порой о вообще глохнет!gs131 двига 1ggze",2013-10-03 07:29:57.000,601
15,1,Диагностика?,2013-10-04 07:29:57.000,3
16,1,"Сразу извиняюсь если не туда пишу.<br>Весь расстроенный  <img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""> вообщем все поп порядку расскажу как дело было:<br>Стояла на улицы морозы около -25 за ночь замерз аккум, пробовал прикуривать не помогло стартер крутил но вяло, вообщем не завелась. на следующий день отбуксировали в тёплый бокс около 4-5км. Поставили отогреваться аккум на зарядку, на следующий день поставил аккум и не заводиться  <img src=""./images/smilies/ac.gif"" alt="":("" title=""Sad""> втягивающие щелкает а ДВС не прокручивает лампочки на панели тускнеют.<br><br>Помогите советом или хоть успокойте что ничего страшного а то весь расстроенный  <img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""><img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""><img src=""./images/smilies/ak.gif"" alt="":cry:"" title=""Crying or Very sad""> дело в том что заклинивал ДВС на моих глазах правда на мазе все было точно так же втягивающие щелкает а не крутит и лампочки так же тускнели...",2013-12-24 07:29:57.000,498
17,1,"
<span style=""font-weight: bold"">Alekseev</span><br>Если тупо щелкает, то стартеру пиз..ец <img src=""./images/smilies/al.gif"" alt="":?"" title=""Confused""> Но это если аккум живой, потому что очень похоже, что он дохлый.",2013-12-24 07:29:57.000,167
18,1,"Наверное прокрутить колено за болт  - из области фантастических советов?<br>Может бензина полные цилиндры, масл. щуп вытаскивали, масло нюхали?",2013-12-24 07:29:57.000,3
19,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite>Наверное прокрутить колено за болт</div></blockquote>Зачем? Двиг даже не крутится.",2013-12-24 07:29:57.000,167
514,10,Не знаю! Сегодня проверю!,2011-11-15 07:31:12.000,648
1619,36,по ходу форсы льют....,2013-02-04 07:34:27.000,391
3508,83,а чё бывает зимняя резина не шипованая?,2011-12-01 07:40:30.000,19
20,1,"А ты уверен, что не крутится? Может стартер ""козу"" словил? Это что там за сервис такой? Что с ходу не могут определить причину?... ты в нормальный сервис перекати машину <img src=""./images/smilies/spiteful.gif"" alt="":x"" title=""Mad""><br>Свечи выкручивали или .... нах надо, и так заведем <img src=""./images/smilies/af.gif"" alt=""8)"" title=""Cool"">
",2013-12-24 07:29:57.000,3
21,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite> Может стартер ""козу"" словил? </div></blockquote> именно так и было, отогнал в сервис поменяли терь все ок  <img src=""./images/smilies/ar.gif"" alt="":D"" title=""Very Happy"">
",2013-12-25 07:29:59.000,498
22,1,"
<blockquote><div>
<cite>QWERTY писал(а):</cite>А ты уверен, что не крутится? Может стартер ""козу"" словил? Это что там за сервис такой? Что с ходу не могут определить причину?... ты в нормальный сервис перекати машину <img src=""./images/smilies/spiteful.gif"" alt="":x"" title=""Mad""><br>Свечи выкручивали или .... нах надо, и так заведем <img src=""./images/smilies/af.gif"" alt=""8)"" title=""Cool"">
</div></blockquote>
<br><img src=""./images/smilies/ay.gif"" alt="":o"" title=""Surprised""><img src=""./images/smilies/ag.gif"" alt="":lol:"" title=""Laughing"">
",2013-12-25 07:29:59.000,194
23,1,"
<blockquote><div>
<cite>kotdem писал(а):</cite>Зачем?</div></blockquote>Зачем что? Зачем разбираться ЧТО ИМЕННО сдохло? Не, ну тоже вариант - сразу контрактный двиг. Хотя это полу-меры, надо сразу новую машину брать. Тогда точно. Ибо бывают в жизни варианты - контракт приедет почему-то без стартера. Переставили со старого. А потом сопли на весть форум - поменял двиг, а он ТАК ЖЕ не заводится как и старый. И сидят тут вумные дяди с выпученными глазами - как такое может быть вообще, предохранители то (пля, меня с них уже трясет <img src=""./images/smilies/ab.gif"" alt="":)"" title=""Smile"">)) ) проверены??? Через 2 недели наконец-то выясняется, что двиг то поменян (кстати зря), а вот навесное старое осталось, как будто это вообще не важно.<br>Думаю, кое-то вспомнит этот РЕАЛЬНЫЙ случай из жизни именно нашего форума.",2013-12-27 07:29:59.000,10
